time,source,destination,cwnd,mss
2024-11-11T15:40:55.913, 10.0.3.101:22, 10.0.3.1:49804, 10, 1448, 64256
2024-11-11T15:40:56.060, 10.0.3.101:22, 10.0.3.1:49804, 10, 1448, 64128
2024-11-11T15:41:16.496, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:16.621, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:16.621, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:16.621, 10.0.3.101:41972, 10.0.1.101:5211, 240, 1448, 731648
2024-11-11T15:41:16.745, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:16.745, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:16.745, 10.0.3.101:41972, 10.0.1.101:5211, 361, 1448, 1063552
2024-11-11T15:41:16.879, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:16.879, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:16.879, 10.0.3.101:41972, 10.0.1.101:5211, 217, 1448, 1063552
2024-11-11T15:41:17.014, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:17.014, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:17.014, 10.0.3.101:41972, 10.0.1.101:5211, 73, 1448, 1063552
2024-11-11T15:41:17.148, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:17.148, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:17.148, 10.0.3.101:41972, 10.0.1.101:5211, 27, 1448, 1063552
2024-11-11T15:41:17.282, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:17.282, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:17.282, 10.0.3.101:41972, 10.0.1.101:5211, 38, 1448, 1063552
2024-11-11T15:41:17.416, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:17.416, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:17.416, 10.0.3.101:41972, 10.0.1.101:5211, 31, 1448, 1063552
2024-11-11T15:41:17.551, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:17.551, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:17.551, 10.0.3.101:41972, 10.0.1.101:5211, 39, 1448, 1063552
2024-11-11T15:41:17.682, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:17.682, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:17.682, 10.0.3.101:41972, 10.0.1.101:5211, 47, 1448, 1063552
2024-11-11T15:41:17.826, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:17.826, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:17.826, 10.0.3.101:41972, 10.0.1.101:5211, 39, 1448, 1063552
2024-11-11T15:41:17.966, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:17.966, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:17.966, 10.0.3.101:41972, 10.0.1.101:5211, 33, 1448, 1063552
2024-11-11T15:41:18.104, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:18.104, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:18.104, 10.0.3.101:41972, 10.0.1.101:5211, 41, 1448, 1063552
2024-11-11T15:41:18.243, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:18.243, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:18.243, 10.0.3.101:41972, 10.0.1.101:5211, 35, 1448, 1063552
2024-11-11T15:41:18.377, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:18.377, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:18.377, 10.0.3.101:41972, 10.0.1.101:5211, 44, 1448, 1063552
2024-11-11T15:41:18.510, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:18.510, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:18.510, 10.0.3.101:41972, 10.0.1.101:5211, 37, 1448, 1063552
2024-11-11T15:41:18.646, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:18.646, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:18.646, 10.0.3.101:41972, 10.0.1.101:5211, 31, 1448, 1063552
2024-11-11T15:41:18.780, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:18.780, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:18.780, 10.0.3.101:41972, 10.0.1.101:5211, 38, 1448, 1063552
2024-11-11T15:41:18.912, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:18.912, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:18.912, 10.0.3.101:41972, 10.0.1.101:5211, 33, 1448, 1063552
2024-11-11T15:41:19.046, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:19.046, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:19.046, 10.0.3.101:41972, 10.0.1.101:5211, 41, 1448, 1063552
2024-11-11T15:41:19.182, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:19.182, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:19.182, 10.0.3.101:41972, 10.0.1.101:5211, 36, 1448, 1063552
2024-11-11T15:41:19.311, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:19.311, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:19.311, 10.0.3.101:41972, 10.0.1.101:5211, 44, 1448, 1063552
2024-11-11T15:41:19.447, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:19.447, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:19.447, 10.0.3.101:41972, 10.0.1.101:5211, 50, 1448, 1063552
2024-11-11T15:41:19.583, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:19.583, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:19.583, 10.0.3.101:41972, 10.0.1.101:5211, 28, 1448, 1063552
2024-11-11T15:41:19.715, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:19.715, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:19.715, 10.0.3.101:41972, 10.0.1.101:5211, 36, 1448, 1063552
2024-11-11T15:41:19.851, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:19.851, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:19.851, 10.0.3.101:41972, 10.0.1.101:5211, 31, 1448, 1063552
2024-11-11T15:41:19.985, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:19.985, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:19.985, 10.0.3.101:41972, 10.0.1.101:5211, 39, 1448, 1063552
2024-11-11T15:41:20.116, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:20.116, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:20.116, 10.0.3.101:41972, 10.0.1.101:5211, 46, 1448, 1063552
2024-11-11T15:41:20.253, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:20.253, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:20.253, 10.0.3.101:41972, 10.0.1.101:5211, 38, 1448, 1063552
2024-11-11T15:41:20.387, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:20.387, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:20.387, 10.0.3.101:41972, 10.0.1.101:5211, 32, 1448, 1063552
2024-11-11T15:41:20.521, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:20.521, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:20.521, 10.0.3.101:41972, 10.0.1.101:5211, 41, 1448, 1063552
2024-11-11T15:41:20.658, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:20.658, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:20.658, 10.0.3.101:41972, 10.0.1.101:5211, 34, 1448, 1063552
2024-11-11T15:41:20.790, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:20.790, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:20.790, 10.0.3.101:41972, 10.0.1.101:5211, 42, 1448, 1063552
2024-11-11T15:41:20.923, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:20.923, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:20.923, 10.0.3.101:41972, 10.0.1.101:5211, 33, 1448, 1063552
2024-11-11T15:41:21.055, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:21.055, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:21.055, 10.0.3.101:41972, 10.0.1.101:5211, 42, 1448, 1063552
2024-11-11T15:41:21.191, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:21.191, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:21.191, 10.0.3.101:41972, 10.0.1.101:5211, 36, 1448, 1063552
2024-11-11T15:41:21.321, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:21.321, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:21.321, 10.0.3.101:41972, 10.0.1.101:5211, 30, 1448, 1063552
2024-11-11T15:41:21.457, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:21.457, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:21.457, 10.0.3.101:41972, 10.0.1.101:5211, 39, 1448, 1063552
2024-11-11T15:41:21.592, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:21.592, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:21.592, 10.0.3.101:41972, 10.0.1.101:5211, 31, 1448, 1063552
2024-11-11T15:41:21.723, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:21.723, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:21.723, 10.0.3.101:41972, 10.0.1.101:5211, 39, 1448, 1063552
2024-11-11T15:41:21.861, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:21.861, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:21.861, 10.0.3.101:41972, 10.0.1.101:5211, 33, 1448, 1063552
2024-11-11T15:41:21.995, 10.0.3.101:22, 10.0.3.1:50836, 10, 1448, 64128
2024-11-11T15:41:21.995, 10.0.3.101:41958, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T15:41:21.995, 10.0.3.101:41972, 10.0.1.101:5211, 42, 1448, 1063552
