time,source,destination,cwnd,mss
2024-11-11T14:16:44.570, 10.0.1.101:5210, 10.0.2.101:47260, 10, 1448, 65536
2024-11-11T14:16:44.570, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 219008
2024-11-11T14:16:44.570, 10.0.1.101:5210, 10.0.2.101:47250, 2, 1448, 65536
2024-11-11T14:16:44.570, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:44.912, 10.0.1.101:5210, 10.0.2.101:47260, 10, 1448, 65536
2024-11-11T14:16:44.912, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 1063552
2024-11-11T14:16:44.912, 10.0.1.101:5210, 10.0.2.101:47250, 2, 1448, 65536
2024-11-11T14:16:44.912, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:45.212, 10.0.1.101:5210, 10.0.2.101:47260, 10, 1448, 65536
2024-11-11T14:16:45.212, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 1063552
2024-11-11T14:16:45.212, 10.0.1.101:5210, 10.0.2.101:47250, 2, 1448, 65536
2024-11-11T14:16:45.212, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:45.468, 10.0.1.101:5210, 10.0.2.101:47260, 10, 1448, 65536
2024-11-11T14:16:45.468, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 1063552
2024-11-11T14:16:45.468, 10.0.1.101:5210, 10.0.2.101:47250, 2, 1448, 65536
2024-11-11T14:16:45.468, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:45.712, 10.0.1.101:5210, 10.0.2.101:47260, 10, 1448, 65536
2024-11-11T14:16:45.712, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 1063552
2024-11-11T14:16:45.712, 10.0.1.101:5210, 10.0.2.101:47250, 2, 1448, 65536
2024-11-11T14:16:45.712, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:45.958, 10.0.1.101:5210, 10.0.2.101:47260, 10, 1448, 65536
2024-11-11T14:16:45.958, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 1063552
2024-11-11T14:16:45.958, 10.0.1.101:5210, 10.0.2.101:47250, 2, 1448, 65536
2024-11-11T14:16:45.958, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:46.221, 10.0.1.101:5210, 10.0.2.101:47260, 10, 1448, 65536
2024-11-11T14:16:46.221, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 1063552
2024-11-11T14:16:46.221, 10.0.1.101:5210, 10.0.2.101:47250, 2, 1448, 65536
2024-11-11T14:16:46.221, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:46.487, 10.0.1.101:5210, 10.0.2.101:47260, 10, 1448, 65536
2024-11-11T14:16:46.487, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 1063552
2024-11-11T14:16:46.487, 10.0.1.101:5210, 10.0.2.101:47250, 2, 1448, 65536
2024-11-11T14:16:46.487, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:46.767, 10.0.1.101:5210, 10.0.2.101:47260, 10, 1448, 65536
2024-11-11T14:16:46.767, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 1063552
2024-11-11T14:16:46.767, 10.0.1.101:5210, 10.0.2.101:47250, 2, 1448, 65536
2024-11-11T14:16:46.767, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:47.072, 10.0.1.101:5210, 10.0.2.101:47260, 10, 1448, 65536
2024-11-11T14:16:47.072, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 1063552
2024-11-11T14:16:47.072, 10.0.1.101:5210, 10.0.2.101:47250, 2, 1448, 65536
2024-11-11T14:16:47.072, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:47.364, 10.0.1.101:5210, 10.0.2.101:47260, 10, 1448, 65536
2024-11-11T14:16:47.364, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 1063552
2024-11-11T14:16:47.364, 10.0.1.101:5210, 10.0.2.101:47250, 2, 1448, 65536
2024-11-11T14:16:47.364, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:47.648, 10.0.1.101:5210, 10.0.2.101:47260, 10, 1448, 65536
2024-11-11T14:16:47.648, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 1063552
2024-11-11T14:16:47.648, 10.0.1.101:5210, 10.0.2.101:47250, 2, 1448, 65536
2024-11-11T14:16:47.648, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:47.937, 10.0.1.101:5210, 10.0.2.101:47260, 10, 1448, 65536
2024-11-11T14:16:47.937, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 1063552
2024-11-11T14:16:47.937, 10.0.1.101:5210, 10.0.2.101:47250, 2, 1448, 65536
2024-11-11T14:16:47.937, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:48.223, 10.0.1.101:5210, 10.0.2.101:47260, 10, 1448, 65536
2024-11-11T14:16:48.223, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 1063552
2024-11-11T14:16:48.223, 10.0.1.101:5210, 10.0.2.101:47250, 2, 1448, 65536
2024-11-11T14:16:48.223, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:48.486, 10.0.1.101:5210, 10.0.2.101:47260, 10, 1448, 65536
2024-11-11T14:16:48.486, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 1063552
2024-11-11T14:16:48.486, 10.0.1.101:5210, 10.0.2.101:47250, 2, 1448, 65536
2024-11-11T14:16:48.486, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
