time,source,destination,cwnd,mss
2024-11-11T17:23:46.997, 10.0.2.101:22, 10.0.2.1:60588, 12, 1448, 64128
2024-11-11T17:24:07.595, 10.0.2.101:22, 10.0.2.1:50572, 12, 1448, 64128
2024-11-11T17:24:07.751, 10.0.2.101:35730, 10.0.1.101:5211, 10, 1448, 65536
2024-11-11T17:24:07.751, 10.0.2.101:35726, 10.0.1.101:5211, 12, 1448, 65536
2024-11-11T17:24:07.751, 10.0.2.101:22, 10.0.2.1:50572, 12, 1448, 64128
2024-11-11T17:24:07.998, 10.0.2.101:35730, 10.0.1.101:5211, 14, 1448, 2128512
2024-11-11T17:24:07.998, 10.0.2.101:35726, 10.0.1.101:5211, 12, 1448, 65536
2024-11-11T17:24:07.998, 10.0.2.101:22, 10.0.2.1:50572, 12, 1448, 64128
2024-11-11T17:24:08.233, 10.0.2.101:35730, 10.0.1.101:5211, 14, 1448, 2128512
2024-11-11T17:24:08.233, 10.0.2.101:35726, 10.0.1.101:5211, 12, 1448, 65536
2024-11-11T17:24:08.233, 10.0.2.101:22, 10.0.2.1:50572, 12, 1448, 64128
2024-11-11T17:24:08.459, 10.0.2.101:35730, 10.0.1.101:5211, 14, 1448, 2128512
2024-11-11T17:24:08.459, 10.0.2.101:35726, 10.0.1.101:5211, 12, 1448, 65536
2024-11-11T17:24:08.459, 10.0.2.101:22, 10.0.2.1:50572, 12, 1448, 64128
2024-11-11T17:24:08.691, 10.0.2.101:35730, 10.0.1.101:5211, 14, 1448, 2128512
2024-11-11T17:24:08.691, 10.0.2.101:35726, 10.0.1.101:5211, 12, 1448, 65536
2024-11-11T17:24:08.691, 10.0.2.101:22, 10.0.2.1:50572, 12, 1448, 64128
2024-11-11T17:24:08.935, 10.0.2.101:35730, 10.0.1.101:5211, 14, 1448, 2128512
2024-11-11T17:24:08.935, 10.0.2.101:35726, 10.0.1.101:5211, 12, 1448, 65536
2024-11-11T17:24:08.935, 10.0.2.101:22, 10.0.2.1:50572, 12, 1448, 64128
2024-11-11T17:24:09.082, 10.0.2.101:35730, 10.0.1.101:5211, 14, 1448, 2108416
2024-11-11T17:24:09.082, 10.0.2.101:35726, 10.0.1.101:5211, 12, 1448, 65536
2024-11-11T17:24:09.082, 10.0.2.101:22, 10.0.2.1:50572, 12, 1448, 64128
2024-11-11T17:24:09.277, 10.0.2.101:35730, 10.0.1.101:5211, 14, 1448, 2128512
2024-11-11T17:24:09.277, 10.0.2.101:35726, 10.0.1.101:5211, 12, 1448, 65536
2024-11-11T17:24:09.277, 10.0.2.101:22, 10.0.2.1:50572, 12, 1448, 64128
2024-11-11T17:24:09.395, 10.0.2.101:35730, 10.0.1.101:5211, 14, 1448, 2112896
2024-11-11T17:24:09.395, 10.0.2.101:35726, 10.0.1.101:5211, 12, 1448, 65536
2024-11-11T17:24:09.395, 10.0.2.101:22, 10.0.2.1:50572, 12, 1448, 64128
2024-11-11T17:24:09.507, 10.0.2.101:35730, 10.0.1.101:5211, 14, 1448, 2048384
2024-11-11T17:24:09.507, 10.0.2.101:35726, 10.0.1.101:5211, 12, 1448, 65536
2024-11-11T17:24:09.507, 10.0.2.101:22, 10.0.2.1:50572, 12, 1448, 64128
2024-11-11T17:24:09.703, 10.0.2.101:35730, 10.0.1.101:5211, 14, 1448, 2128512
2024-11-11T17:24:09.703, 10.0.2.101:35726, 10.0.1.101:5211, 12, 1448, 65536
2024-11-11T17:24:09.703, 10.0.2.101:22, 10.0.2.1:50572, 12, 1448, 64128
2024-11-11T17:24:09.807, 10.0.2.101:35730, 10.0.1.101:5211, 14, 1448, 2089024
2024-11-11T17:24:09.807, 10.0.2.101:35726, 10.0.1.101:5211, 12, 1448, 65536
2024-11-11T17:24:09.807, 10.0.2.101:22, 10.0.2.1:50572, 12, 1448, 64128
2024-11-11T17:24:09.975, 10.0.2.101:35730, 10.0.1.101:5211, 14, 1448, 2128512
2024-11-11T17:24:09.975, 10.0.2.101:35726, 10.0.1.101:5211, 12, 1448, 65536
2024-11-11T17:24:09.975, 10.0.2.101:22, 10.0.2.1:50572, 12, 1448, 64128
2024-11-11T17:24:10.120, 10.0.2.101:35730, 10.0.1.101:5211, 14, 1448, 2114432
2024-11-11T17:24:10.120, 10.0.2.101:35726, 10.0.1.101:5211, 12, 1448, 65536
2024-11-11T17:24:10.120, 10.0.2.101:22, 10.0.2.1:50572, 12, 1448, 64128
2024-11-11T17:24:10.223, 10.0.2.101:35730, 10.0.1.101:5211, 14, 1448, 2071424
2024-11-11T17:24:10.223, 10.0.2.101:35726, 10.0.1.101:5211, 12, 1448, 65536
2024-11-11T17:24:10.223, 10.0.2.101:22, 10.0.2.1:50572, 12, 1448, 64128
2024-11-11T17:24:10.408, 10.0.2.101:35730, 10.0.1.101:5211, 14, 1448, 2128512
2024-11-11T17:24:10.408, 10.0.2.101:35726, 10.0.1.101:5211, 12, 1448, 65536
2024-11-11T17:24:10.408, 10.0.2.101:22, 10.0.2.1:50572, 12, 1448, 64128
2024-11-11T17:24:10.532, 10.0.2.101:35730, 10.0.1.101:5211, 14, 1448, 2114432
2024-11-11T17:24:10.532, 10.0.2.101:35726, 10.0.1.101:5211, 12, 1448, 65536
2024-11-11T17:24:10.532, 10.0.2.101:22, 10.0.2.1:50572, 12, 1448, 64128
2024-11-11T17:24:10.644, 10.0.2.101:35730, 10.0.1.101:5211, 14, 1448, 2049920
2024-11-11T17:24:10.644, 10.0.2.101:35726, 10.0.1.101:5211, 12, 1448, 65536
