time,source,destination,cwnd,mss,snd_wnd
2024-12-16T14:32:34.958, 10.0.2.101:22, 10.0.2.1:60070, 10, 1448, 64128
2024-12-16T14:32:55.750, 10.0.2.101:22, 10.0.2.1:54596, 10, 1448, 64256
2024-12-16T14:32:55.951, 10.0.2.101:22, 10.0.2.1:54596, 10, 1448, 64128
2024-12-16T14:32:55.951, 10.0.2.101:44328, 10.0.1.101:5211, 10, 1448, 65536
2024-12-16T14:32:55.951, 10.0.2.101:44312, 10.0.1.101:5211, 10, 1448, 65536
2024-12-16T14:32:56.223, 10.0.2.101:22, 10.0.2.1:54596, 10, 1448, 64128
2024-12-16T14:32:56.223, 10.0.2.101:44328, 10.0.1.101:5211, 678, 1448, 1063552
2024-12-16T14:32:56.223, 10.0.2.101:44312, 10.0.1.101:5211, 10, 1448, 65536
2024-12-16T14:32:56.483, 10.0.2.101:22, 10.0.2.1:54596, 10, 1448, 64128
2024-12-16T14:32:56.483, 10.0.2.101:44328, 10.0.1.101:5211, 750, 1448, 1042688
2024-12-16T14:32:56.483, 10.0.2.101:44312, 10.0.1.101:5211, 10, 1448, 65536
2024-12-16T14:32:56.720, 10.0.2.101:22, 10.0.2.1:54596, 10, 1448, 64128
2024-12-16T14:32:56.720, 10.0.2.101:44328, 10.0.1.101:5211, 750, 1448, 855296
2024-12-16T14:32:56.720, 10.0.2.101:44312, 10.0.1.101:5211, 10, 1448, 65536
2024-12-16T14:32:57.013, 10.0.2.101:22, 10.0.2.1:54596, 10, 1448, 64128
2024-12-16T14:32:57.013, 10.0.2.101:44328, 10.0.1.101:5211, 750, 1448, 1063552
2024-12-16T14:32:57.013, 10.0.2.101:44312, 10.0.1.101:5211, 10, 1448, 65536
2024-12-16T14:32:57.350, 10.0.2.101:22, 10.0.2.1:54596, 10, 1448, 64128
2024-12-16T14:32:57.350, 10.0.2.101:44328, 10.0.1.101:5211, 750, 1448, 1063552
2024-12-16T14:32:57.350, 10.0.2.101:44312, 10.0.1.101:5211, 10, 1448, 65536
2024-12-16T14:32:57.662, 10.0.2.101:22, 10.0.2.1:54596, 10, 1448, 64128
2024-12-16T14:32:57.662, 10.0.2.101:44328, 10.0.1.101:5211, 750, 1448, 1063552
2024-12-16T14:32:57.662, 10.0.2.101:44312, 10.0.1.101:5211, 10, 1448, 65536
2024-12-16T14:32:57.898, 10.0.2.101:22, 10.0.2.1:54596, 10, 1448, 64128
