time,source,destination,cwnd,mss
2024-11-11T15:40:55.918, 10.0.2.101:22, 10.0.2.1:40842, 10, 1448, 64128
2024-11-11T15:40:56.397, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:56.520, 10.0.2.101:48496, 10.0.1.101:5210, 68, 1448, 1063552
2024-11-11T15:40:56.520, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:56.520, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:56.641, 10.0.2.101:48496, 10.0.1.101:5210, 113, 1448, 1063552
2024-11-11T15:40:56.641, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:56.641, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:56.762, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:56.762, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:56.762, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:56.883, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:56.883, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:56.883, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:57.001, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:57.001, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:57.001, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:57.120, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:57.120, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:57.120, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:57.240, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:57.240, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:57.240, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:57.361, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:57.361, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:57.361, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:57.480, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:57.480, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:57.480, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:57.599, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:57.599, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:57.599, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:57.717, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:57.717, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:57.717, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:57.839, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:57.839, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:57.839, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:57.957, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:57.957, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:57.957, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:58.079, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:58.079, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:58.079, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:58.198, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:58.198, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:58.198, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:58.318, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:58.318, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:58.318, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:58.439, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:58.439, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:58.439, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:58.559, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:58.559, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:58.559, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:58.677, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:58.677, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:58.677, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:58.796, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:58.796, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:58.796, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:58.917, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:58.917, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:58.917, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:59.037, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:59.037, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:59.037, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:59.158, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:59.158, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:59.158, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:59.274, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:59.274, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:59.274, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:59.393, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:59.393, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:59.393, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:59.513, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:59.513, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:59.513, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:59.633, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:59.633, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:59.633, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:59.752, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:59.752, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:59.752, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:59.869, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:59.869, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:59.869, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:40:59.988, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:40:59.988, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:40:59.988, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:41:00.109, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:41:00.109, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:41:00.109, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:41:00.232, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:41:00.232, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:41:00.232, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:41:00.351, 10.0.2.101:48496, 10.0.1.101:5210, 147, 1448, 1063552
2024-11-11T15:41:00.351, 10.0.2.101:48484, 10.0.1.101:5210, 10, 1448, 65536
2024-11-11T15:41:00.351, 10.0.2.101:22, 10.0.2.1:40858, 10, 1448, 64128
2024-11-11T15:41:00.479, 10.0.2.101:48496, 10.0.1.101:5210, 156, 1448, 1063552
