time,source,destination,cwnd,mss
2024-11-11T13:52:34.995, 10.0.1.101:22, 10.0.1.1:39674, 2, 1448, 64128
2024-11-11T13:52:35.328, 10.0.1.101:5210, 10.0.3.101:49018, 10, 1448, 65536
2024-11-11T13:52:35.328, 10.0.1.101:5210, 10.0.3.101:49002, 2, 1448, 65536
2024-11-11T13:52:35.646, 10.0.1.101:5210, 10.0.3.101:49018, 10, 1448, 65536
2024-11-11T13:52:35.646, 10.0.1.101:5210, 10.0.3.101:49002, 2, 1448, 65536
2024-11-11T13:52:35.956, 10.0.1.101:5210, 10.0.3.101:49018, 10, 1448, 65536
2024-11-11T13:52:35.956, 10.0.1.101:5210, 10.0.3.101:49002, 2, 1448, 65536
2024-11-11T13:52:36.257, 10.0.1.101:5210, 10.0.3.101:49018, 10, 1448, 65536
2024-11-11T13:52:36.257, 10.0.1.101:5210, 10.0.3.101:49002, 2, 1448, 65536
2024-11-11T13:52:36.555, 10.0.1.101:5210, 10.0.3.101:49018, 10, 1448, 65536
2024-11-11T13:52:36.555, 10.0.1.101:5210, 10.0.3.101:49002, 2, 1448, 65536
2024-11-11T13:52:36.854, 10.0.1.101:5210, 10.0.3.101:49018, 10, 1448, 65536
2024-11-11T13:52:36.854, 10.0.1.101:5210, 10.0.3.101:49002, 2, 1448, 65536
2024-11-11T13:52:37.151, 10.0.1.101:5210, 10.0.3.101:49018, 10, 1448, 65536
2024-11-11T13:52:37.151, 10.0.1.101:5210, 10.0.3.101:49002, 2, 1448, 65536
2024-11-11T13:52:37.467, 10.0.1.101:5210, 10.0.3.101:49018, 10, 1448, 65536
2024-11-11T13:52:37.467, 10.0.1.101:5210, 10.0.3.101:49002, 2, 1448, 65536
2024-11-11T13:52:37.747, 10.0.1.101:5210, 10.0.3.101:49018, 10, 1448, 65536
2024-11-11T13:52:37.747, 10.0.1.101:5210, 10.0.3.101:49002, 2, 1448, 65536
2024-11-11T13:52:38.047, 10.0.1.101:5210, 10.0.3.101:49018, 10, 1448, 65536
2024-11-11T13:52:38.047, 10.0.1.101:5210, 10.0.3.101:49002, 2, 1448, 65536
2024-11-11T13:52:38.350, 10.0.1.101:5210, 10.0.3.101:49018, 10, 1448, 65536
2024-11-11T13:52:38.350, 10.0.1.101:5210, 10.0.3.101:49002, 2, 1448, 65536
