time,source,destination,cwnd,mss
2024-11-11T13:52:34.443, 10.0.3.101:22, 10.0.3.1:53046, 2, 1448, 64128
2024-11-11T13:52:34.855, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:35.035, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:35.035, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 214912
2024-11-11T13:52:35.035, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:35.286, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:35.286, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:35.286, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:35.517, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:35.517, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:35.517, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:35.741, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:35.741, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:35.741, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:35.964, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:35.964, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:35.964, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:36.194, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:36.194, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:36.194, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:36.425, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:36.425, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:36.425, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:36.649, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:36.649, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:36.649, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:36.873, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:36.873, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:36.873, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:37.107, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:37.107, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:37.107, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:37.336, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:37.336, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:37.336, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:37.555, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:37.555, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:37.555, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:37.780, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:37.780, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:37.780, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:38.004, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:38.004, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:38.004, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:38.230, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:38.230, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:38.230, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:38.456, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:38.456, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:38.456, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:38.674, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:38.674, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:38.674, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:38.893, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:38.893, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:38.893, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:39.123, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:39.123, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:39.123, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:39.351, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:39.351, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:39.351, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:39.578, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:39.578, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:39.578, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:39.802, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:39.802, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:39.802, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:40.022, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:40.022, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T13:52:40.022, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:40.246, 10.0.3.101:22, 10.0.3.1:53060, 2, 1448, 64128
2024-11-11T13:52:40.246, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 2128512
