time,source,destination,cwnd,mss
2024-11-11T14:16:43.685, 10.0.2.101:22, 10.0.2.1:38066, 2, 1448, 64128
2024-11-11T14:16:44.185, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:44.340, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 366720
2024-11-11T14:16:44.340, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:44.340, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:44.522, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 1018304
2024-11-11T14:16:44.522, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:44.522, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:44.707, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 1658304
2024-11-11T14:16:44.707, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:44.707, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:44.880, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:44.880, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:44.880, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:45.037, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:45.037, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:45.037, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:45.189, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:45.189, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:45.189, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:45.339, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:45.339, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:45.339, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:45.493, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:45.493, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:45.493, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:45.646, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:45.646, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:45.646, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:45.801, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:45.801, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:45.801, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:45.954, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:45.954, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:45.954, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:46.108, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:46.108, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:46.108, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:46.261, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:46.261, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:46.261, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:46.417, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:46.417, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:46.417, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:46.571, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:46.571, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:46.571, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:46.727, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:46.727, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:46.727, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:46.881, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:46.881, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:46.881, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:47.043, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:47.043, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:47.043, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:47.193, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:47.193, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:47.193, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:47.348, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:47.348, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:47.348, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:47.502, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:47.502, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:47.502, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:47.657, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:47.657, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:47.657, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:47.809, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:47.809, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:47.809, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:47.965, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:47.965, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:47.965, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:48.115, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:48.115, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:48.115, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:48.271, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
2024-11-11T14:16:48.271, 10.0.2.101:47250, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T14:16:48.271, 10.0.2.101:22, 10.0.2.1:38082, 2, 1448, 64128
2024-11-11T14:16:48.425, 10.0.2.101:47260, 10.0.1.101:5210, 2, 1448, 2128512
