time,source,destination,cwnd,mss
2024-11-11T13:47:20.291, 10.0.1.101:22, 10.0.1.1:39526, 9, 1448, 64128
2024-11-11T13:47:20.831, 10.0.1.101:5210, 10.0.3.101:44720, 10, 1448, 65536
2024-11-11T13:47:20.831, 10.0.1.101:5210, 10.0.3.101:44718, 9, 1448, 65536
2024-11-11T13:47:21.364, 10.0.1.101:5210, 10.0.3.101:44720, 10, 1448, 65536
2024-11-11T13:47:21.364, 10.0.1.101:5210, 10.0.3.101:44718, 9, 1448, 65536
2024-11-11T13:47:21.812, 10.0.1.101:5210, 10.0.3.101:44720, 10, 1448, 65536
2024-11-11T13:47:21.812, 10.0.1.101:5210, 10.0.3.101:44718, 9, 1448, 65536
2024-11-11T13:47:22.290, 10.0.1.101:5210, 10.0.3.101:44720, 10, 1448, 65536
2024-11-11T13:47:22.290, 10.0.1.101:5210, 10.0.3.101:44718, 9, 1448, 65536
2024-11-11T13:47:22.715, 10.0.1.101:5210, 10.0.3.101:44720, 10, 1448, 65536
2024-11-11T13:47:22.715, 10.0.1.101:5210, 10.0.3.101:44718, 9, 1448, 65536
2024-11-11T13:47:23.184, 10.0.1.101:5210, 10.0.3.101:44720, 10, 1448, 65536
2024-11-11T13:47:23.184, 10.0.1.101:5210, 10.0.3.101:44718, 9, 1448, 65536
2024-11-11T13:47:23.682, 10.0.1.101:5210, 10.0.3.101:44720, 10, 1448, 65536
2024-11-11T13:47:23.682, 10.0.1.101:5210, 10.0.3.101:44718, 9, 1448, 65536
2024-11-11T13:47:24.220, 10.0.1.101:5210, 10.0.3.101:44720, 10, 1448, 65536
2024-11-11T13:47:24.220, 10.0.1.101:5210, 10.0.3.101:44718, 9, 1448, 65536
2024-11-11T13:47:24.758, 10.0.1.101:5210, 10.0.3.101:44720, 10, 1448, 65536
2024-11-11T13:47:24.758, 10.0.1.101:5210, 10.0.3.101:44718, 9, 1448, 65536
2024-11-11T13:47:25.289, 10.0.1.101:5210, 10.0.3.101:44720, 10, 1448, 65536
2024-11-11T13:47:25.289, 10.0.1.101:5210, 10.0.3.101:44718, 9, 1448, 65536
2024-11-11T13:47:25.806, 10.0.1.101:5210, 10.0.3.101:44720, 10, 1448, 65536
2024-11-11T13:47:25.806, 10.0.1.101:5210, 10.0.3.101:44718, 9, 1448, 65536
2024-11-11T13:47:26.292, 10.0.1.101:5210, 10.0.3.101:44720, 10, 1448, 65536
2024-11-11T13:47:26.292, 10.0.1.101:5210, 10.0.3.101:44718, 9, 1448, 65536
2024-11-11T13:47:26.784, 10.0.1.101:5210, 10.0.3.101:44720, 10, 1448, 65536
2024-11-11T13:47:26.784, 10.0.1.101:5210, 10.0.3.101:44718, 9, 1448, 65536
2024-11-11T13:47:27.250, 10.0.1.101:5210, 10.0.3.101:44720, 10, 1448, 65536
2024-11-11T13:47:27.250, 10.0.1.101:5210, 10.0.3.101:44718, 9, 1448, 65536
2024-11-11T13:47:27.713, 10.0.1.101:5210, 10.0.3.101:44720, 10, 1448, 65536
2024-11-11T13:47:27.713, 10.0.1.101:5210, 10.0.3.101:44718, 9, 1448, 65536
2024-11-11T13:47:28.208, 10.0.1.101:5210, 10.0.3.101:44720, 10, 1448, 65536
2024-11-11T13:47:28.208, 10.0.1.101:5210, 10.0.3.101:44718, 9, 1448, 65536
2024-11-11T13:47:28.747, 10.0.1.101:5210, 10.0.3.101:44720, 10, 1448, 65536
2024-11-11T13:47:28.747, 10.0.1.101:5210, 10.0.3.101:44718, 9, 1448, 65536
