time,source,destination,cwnd,mss,snd_wnd
2024-11-11T15:50:18.960, 10.0.1.101:22, 10.0.1.1:33188, 10, 1448, 64128
2024-11-11T15:50:19.085, 10.0.1.101:22, 10.0.1.1:33188, 10, 1448, 64128
2024-11-11T15:50:19.263, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:19.384, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:19.384, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:19.500, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:19.500, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:19.620, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:19.620, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:19.740, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:19.740, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:19.861, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:19.861, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:19.982, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:19.982, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:20.100, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:20.100, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:20.220, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:20.220, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:20.340, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:20.340, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:20.459, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:20.459, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:20.578, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:20.578, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:20.699, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:20.699, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:20.817, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:20.817, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:20.938, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:20.938, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:21.055, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:21.055, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:21.176, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:21.176, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:21.295, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:21.295, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:21.412, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:21.412, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:21.535, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:21.535, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:21.669, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:21.669, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:21.800, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
2024-11-11T15:50:21.800, 10.0.1.101:5210, 10.0.2.101:45540, 10, 1448, 65536
2024-11-11T15:50:21.933, 10.0.1.101:5210, 10.0.2.101:45532, 10, 1448, 65536
