time,source,destination,cwnd,mss
2024-11-11T13:52:35.952, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:35.952, 10.0.1.101:5210, 10.0.3.101:49018, 10, 1448, 65536
2024-11-11T13:52:35.952, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 1063552
2024-11-11T13:52:35.952, 10.0.1.101:5210, 10.0.3.101:49002, 2, 1448, 65536
2024-11-11T13:52:37.169, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:37.169, 10.0.1.101:5210, 10.0.3.101:49018, 10, 1448, 65536
2024-11-11T13:52:37.169, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 1063552
2024-11-11T13:52:37.169, 10.0.1.101:5210, 10.0.3.101:49002, 2, 1448, 65536
2024-11-11T13:52:38.315, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:38.315, 10.0.1.101:5210, 10.0.3.101:49018, 10, 1448, 65536
2024-11-11T13:52:38.315, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 1063552
2024-11-11T13:52:38.315, 10.0.1.101:5210, 10.0.3.101:49002, 2, 1448, 65536
2024-11-11T13:52:39.467, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:39.467, 10.0.1.101:5210, 10.0.3.101:49018, 10, 1448, 65536
2024-11-11T13:52:39.467, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 1063552
2024-11-11T13:52:39.467, 10.0.1.101:5210, 10.0.3.101:49002, 2, 1448, 65536
2024-11-11T13:52:40.563, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:40.563, 10.0.1.101:5210, 10.0.3.101:49018, 10, 1448, 65536
2024-11-11T13:52:40.563, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 1063552
2024-11-11T13:52:40.563, 10.0.1.101:5210, 10.0.3.101:49002, 2, 1448, 65536
2024-11-11T13:52:41.480, 10.0.3.101:49002, 10.0.1.101:5210, 2, 1448, 65536
2024-11-11T13:52:41.480, 10.0.1.101:5210, 10.0.3.101:49018, 10, 1448, 65536
2024-11-11T13:52:41.480, 10.0.3.101:49018, 10.0.1.101:5210, 2, 1448, 1063552
